"29-9654_2012","1","2012-10-28 04:28:56","50-6433","954-8827"
"72-2916_2012","1","2012-10-28 16:21:42","176-424","804-5359"
"18-1516_2012","3","2012-11-06 10:17:39","28-5208","35-8359"
"9-3286_2012","1","2012-11-07 10:50:24","171-2123","522-9483"
"8-1014_2012","3","2012-11-08 14:38:44","102-2186","571-9416"
"12-5462_2012","1","2012-11-08 21:18:05","118-5463","745-3896"
"67-8110_2012","1","2012-11-11 13:33:29","31-9793","61-2564"
"22-4451_2012","3","2012-11-14 02:36:35","181-2930","98-8338"
"38-5952_2012","3","2012-11-14 03:31:01","77-6927","298-2776"
"66-1556_2012","2","2012-11-16 11:03:37","159-2386","133-3823"
"4-7933_2012","3","2012-11-28 01:55:42","68-1980","690-2556"
"95-4386_2012","2","2012-12-04 03:50:12","29-2207","421-6808"
"14-5939_2012","1","2012-12-04 07:23:59","23-2113","280-2446"
"0-9256_2012","2","2012-12-09 13:18:46","49-6104","756-2929"
"91-8308_2012","1","2012-12-09 15:03:52","53-3081","422-5518"
"2-2802_2012","3","2012-12-09 21:44:40","57-7460","532-7639"
"11-5735_2012","2","2012-12-20 03:15:51","58-661","48-435"
"37-750_2012","3","2012-12-20 23:04:15","23-2113","714-5294"
"50-6310_2012","3","2012-12-22 02:29:59","53-3081","271-1316"
"43-8814_2012","2","2012-12-24 06:20:15","14-7139","963-7099"
"39-8748_2012","2","2012-12-28 12:07:34","105-4610","775-732"
"64-7614_2012","2","2012-12-30 01:39:51","97-5350","316-2483"
